City,Latitude,Longitude,Max Temperature (F),Humidity,Cloudiness,Wind Speed,Country,Date
Richards Bay,-28.783,32.0377,68.99,81,96,9.06,ZA,1636774062
Murchison,-41.8,172.3333,64.45,92,97,4.03,NZ,1636774062
Katikati,-37.55,175.9167,71.01,96,100,5.86,NZ,1636774063
Faanui,-16.4833,-151.75,78.87,67,58,9.55,PF,1636774063
Fortuna,40.5982,-124.1573,58.42,73,90,0.0,US,1636774064
‘Ewa Beach,21.3156,-158.0072,80.55,65,75,5.01,US,1636774064
Yulara,-25.2406,130.9889,71.44,24,0,6.91,AU,1636774065
Nome,64.5011,-165.4064,6.87,78,1,0.0,US,1636774065
Kosonsoy,41.2561,71.5508,32.56,40,100,3.96,UZ,1636774065
Genhe,50.7833,121.5167,30.34,55,6,5.21,CN,1636774066
Tambacounda,13.7539,-13.7586,77.05,69,0,2.3,SN,1636774066
Yangambi,0.8102,24.4336,69.48,99,100,2.89,CD,1636774067
Hobyo,5.3505,48.5268,80.42,71,99,14.14,SO,1636774067
Mishawaka,41.662,-86.1586,37.04,89,90,5.01,US,1636773830
Markova,48.6758,24.4138,39.07,54,64,3.09,UA,1636774068
Mweka,-4.85,21.5667,67.8,99,100,0.92,CD,1636774068
Sassandra,4.95,-6.0833,76.03,92,99,4.72,CI,1636774069
Sagua la Grande,22.8067,-80.0756,70.79,87,63,3.42,CU,1636774069
Port Blair,11.6667,92.75,81.27,74,93,4.09,IN,1636774070
Palekastro,35.2,26.25,62.74,70,4,6.53,GR,1636774070
Balakhninskiy,58.0106,114.2769,19.33,92,98,2.33,RU,1636774071
La Ronge,55.1001,-105.2842,23.25,74,90,18.41,CA,1636774071
Seymchan,62.8833,152.4333,16.45,90,100,6.4,RU,1636774072
Non Sang,16.8687,102.5664,80.51,63,100,5.26,TH,1636774073
Mishan,45.55,131.8833,37.78,54,100,8.93,CN,1636774074
Manbij,36.5281,37.9549,39.97,38,0,3.98,SY,1636773994
Pa Sang,18.5262,98.9394,84.49,55,90,0.76,TH,1636774074
Shetpe,44.1667,52.1167,35.71,74,99,9.48,KZ,1636774075
Saint Anthony,45.0205,-93.218,36.55,83,90,4.0,US,1636774075
Inuvik,68.3499,-133.7218,14.86,92,90,18.41,CA,1636774076
Kansanshi,-12.0951,26.4273,61.56,84,97,3.22,ZM,1636774076
Mundra,22.85,69.7333,78.28,34,76,7.58,IN,1636774077
Bathsheba,13.2167,-59.5167,79.41,78,75,18.41,BB,1636774077
Anadyr,64.75,177.4833,19.9,92,90,4.0,RU,1636774077
Den Helder,52.9599,4.7593,55.38,92,75,8.01,NL,1636774078
Burns Lake,54.2331,-125.7533,35.02,93,57,4.07,CA,1636774078
Dumas,35.8656,-101.9732,44.02,45,1,9.22,US,1636774079
Nanortalik,60.1432,-45.2371,24.78,66,100,8.28,GL,1636774079
Qinhuangdao,39.9317,119.5883,52.83,36,0,11.05,CN,1636774080
Āsosa,10.0667,34.5333,60.96,75,68,4.97,ET,1636774080
Iglesias,39.3114,8.535,58.42,89,3,7.47,IT,1636774081
Neiafu,-18.65,-173.9833,81.28,83,75,5.75,TO,1636774081
Shenjiamen,29.9576,122.298,61.07,42,100,10.27,CN,1636774082
Juneau,58.3019,-134.4197,41.05,96,90,8.05,US,1636774082
Wanning,18.8003,110.3967,73.74,64,99,14.09,CN,1636774083
Sarakhs,36.5449,61.1577,44.26,68,68,3.98,IR,1636774083
Pokhara,28.2333,83.9833,64.67,48,0,2.28,NP,1636774084
Westport,41.1415,-73.3579,55.54,92,1,1.99,US,1636774084
Teguise,29.0605,-13.564,61.02,72,0,6.91,ES,1636774084
Kiryat Gat,31.61,34.7642,72.28,27,98,4.12,IL,1636774085
Sfântu Gheorghe,45.8667,25.7833,40.64,58,100,2.89,RO,1636774085
Mahébourg,-20.4081,57.7,78.26,83,40,3.44,MU,1636774086
Kinlochleven,56.7115,-4.9661,50.76,96,68,2.57,GB,1636774086
Arraial do Cabo,-22.9661,-42.0278,67.59,67,84,10.29,BR,1636774021
Riyadh,24.6877,46.7219,59.14,31,0,6.33,SA,1636774087
Lagos,6.5833,3.75,79.12,92,31,2.95,NG,1636773873
Verkhnyaya Toyma,62.2349,44.9985,30.4,93,100,6.42,RU,1636774088
Jalingo,8.8833,11.3667,77.29,59,32,2.15,NG,1636774088
Tiksi,71.6872,128.8694,-10.44,100,86,2.06,RU,1636774089
Latung,5.5,120.8833,82.94,74,100,2.95,PH,1636774089
Wellington,-41.2866,174.7756,67.66,92,75,1.99,NZ,1636773875
Aykhal,66.0,111.5,-11.76,90,42,3.15,RU,1636774090
Pemangkat,1.1667,108.9667,74.1,94,100,8.14,ID,1636774090
Champerico,14.3,-91.9167,81.36,72,0,3.11,GT,1636774091
Lucapa,-8.4192,20.7447,64.26,96,72,3.04,AO,1636774091
Bakchar,57.0186,82.0711,25.54,81,100,11.07,RU,1636774091
Marsh Harbour,26.5412,-77.0636,76.82,75,100,7.11,BS,1636774092
Waipawa,-41.4122,175.5153,65.03,80,95,13.58,NZ,1636774092
Caconda,-13.7333,15.0667,60.96,87,100,3.6,AO,1636774093
Madera,37.1666,-119.8343,67.08,90,0,2.86,US,1636774093
Puerto Ayacucho,5.6639,-67.6236,78.91,79,100,1.86,VE,1636774093
Devonport,-41.1667,146.35,59.09,69,100,6.26,AU,1636774094
Son La,21.3167,103.9,65.5,68,87,3.27,VN,1636774094
Xingyi,24.1877,102.817,46.29,91,100,3.11,CN,1636774096
Vlašim,49.7063,14.8988,40.24,93,67,4.34,CZ,1636774096
Kouango,4.9934,19.9619,72.61,91,91,2.21,CF,1636774097
São José da Coroa Grande,-8.8978,-35.1478,77.77,84,69,9.91,BR,1636774097
Buchanan,5.8808,-10.0467,77.05,89,94,5.3,LR,1636774098
Arman',59.7,150.1667,37.02,99,100,12.08,RU,1636774098
Sobolevo,54.4299,31.8996,36.54,83,75,10.51,RU,1636774098
Canutama,-6.5339,-64.3831,72.63,99,100,1.43,BR,1636774099
Kalmunai,7.4167,81.8167,81.97,75,52,2.46,LK,1636774099
Babstovo,48.1167,132.4833,31.68,77,81,6.55,RU,1636774100
Guerrero Negro,27.9769,-114.0611,71.02,48,15,6.06,MX,1636774000
Batticaloa,7.7102,81.6924,80.65,75,97,3.36,LK,1636774100
Toyoake,35.0594,137.0137,58.14,43,0,5.95,JP,1636774101
Ndélé,8.4109,20.6473,73.22,80,4,3.36,CF,1636774101
Turukhansk,65.8167,87.9833,10.13,82,100,15.28,RU,1636774102
Castanheira do Ribatejo,38.993,-8.9735,58.15,78,3,3.85,PT,1636774102
Ouargaye,11.5033,0.0572,78.85,23,55,3.83,BF,1636774103
Mindif,10.3976,14.4363,77.32,22,64,3.0,CM,1636774104
Vestmanna,62.1564,-7.1664,45.52,93,90,14.97,FO,1636774104
Waddān,29.1614,16.139,61.75,85,96,5.06,LY,1636774105
Skjervøy,70.0311,20.9714,36.97,74,99,20.18,NO,1636774105
Port Macquarie,-31.4333,152.9167,74.89,31,4,23.02,AU,1636774105
Caravelas,-17.7125,-39.2481,69.69,94,100,13.06,BR,1636774106
Fuling,29.7022,107.3919,56.79,62,100,2.1,CN,1636774106
Porbandar,21.6422,69.6093,67.98,60,8,4.61,IN,1636774107
Nebbi,2.4783,31.0889,68.25,81,100,2.98,UG,1636774107
Pisco,-13.7,-76.2167,63.01,88,0,11.5,PE,1636773904
Bonavista,48.6499,-53.1147,35.11,67,65,18.41,CA,1636774108
Launceston,-41.45,147.1667,61.61,54,90,3.0,AU,1636773987
Vanderhoof,54.0166,-124.0198,36.84,74,96,5.53,CA,1636774108
Atlantis,-33.5667,18.4834,63.14,94,8,5.99,ZA,1636774109
Kūhdasht,33.535,47.6061,46.69,73,0,2.89,IR,1636774109
Tekoh,20.75,-89.4667,78.78,84,100,4.14,MX,1636774110
Presidente Médici,-11.1753,-61.9014,71.69,99,99,3.02,BR,1636774110
Kavieng,-2.5744,150.7967,84.07,72,100,3.02,PG,1636774111
Dingle,10.9995,122.6711,85.35,72,85,12.44,PH,1636774111
Ngunguru,-35.6167,174.5,73.17,93,100,10.98,NZ,1636774111
Berlevåg,70.8578,29.0864,27.05,70,100,17.2,NO,1636774112
Sarkand,45.41,79.9186,40.6,52,92,4.59,KZ,1636774112
Wangkui,46.8333,126.5,30.99,89,100,8.5,CN,1636774113
Okhotsk,59.3833,143.3,34.03,99,100,8.72,RU,1636774114
Vanimo,-2.6741,141.3028,85.78,71,99,6.42,PG,1636774114
Chokwé,-24.5333,32.9833,73.85,79,100,12.17,MZ,1636774115
Surazh,53.0175,32.3918,32.7,95,68,6.69,RU,1636774115
Petropavlovsk-Kamchatskiy,53.0452,158.6483,41.59,93,90,4.47,RU,1636774116
Luocheng,29.3848,104.0286,57.42,57,99,3.15,CN,1636774116
Meadow Lake,34.8014,-106.5436,54.81,33,9,5.84,US,1636774116
Virginia Beach,36.8529,-75.978,56.01,83,1,0.0,US,1636773855
Honiara,-9.4333,159.95,85.48,75,46,3.65,SB,1636774117
Salekhard,66.53,66.6019,16.95,96,100,4.59,RU,1636774117
Cairns,-16.9167,145.7667,91.35,49,79,13.8,AU,1636774119
Slavsk,55.0425,21.677,37.58,93,100,5.91,RU,1636774119
Tuatapere,-46.1333,167.6833,49.71,96,100,7.81,NZ,1636774120
Alenquer,-1.9417,-54.7383,80.94,72,30,2.91,BR,1636774120
Adré,13.4667,22.2,73.33,20,3,13.0,TD,1636774120
Araouane,18.9048,-3.5265,72.72,11,99,8.86,ML,1636774121
Okha,53.5739,142.9478,32.65,93,100,16.82,RU,1636774121
Udachny,66.4167,112.4,-20.54,99,15,2.64,RU,1636774122
Sijunjung,-0.6876,100.9537,85.33,57,92,1.32,ID,1636774122
Voyvozh,62.892,54.9635,28.38,97,100,6.62,RU,1636774123
Syracuse,37.0881,15.2792,62.31,75,100,7.58,IT,1636774123
Noumea,-22.2763,166.4572,85.98,99,82,7.65,NC,1636774124
Menongue,-14.6585,17.691,61.77,87,100,1.92,AO,1636774124
Estevan,49.1334,-102.9842,19.74,79,90,12.66,CA,1636774124
Nortelândia,-14.4547,-56.8028,73.4,94,100,3.27,BR,1636774125
Loa Janan,-0.583,117.095,76.14,95,100,3.56,ID,1636774125
Maniitsoq,65.4167,-52.9,16.52,55,0,9.51,GL,1636774126
Pandan,14.0453,124.1694,82.45,86,99,10.74,PH,1636774126
Sechura,-5.5569,-80.8222,64.58,77,52,12.41,PE,1636774126
Nhulunbuy,-12.2333,136.7667,81.21,89,90,13.8,AU,1636773916
Kedrovyy,56.1667,91.8167,32.41,96,99,9.42,RU,1636774127
Wajima,37.4,136.9,50.68,100,75,6.91,JP,1636774128
Upata,8.0086,-62.3989,70.05,91,72,3.47,VE,1636774128
Hasilpur,29.7122,72.5553,70.05,20,0,3.98,PK,1636774129
Guayaramerín,-10.8368,-65.3614,71.94,98,100,2.51,BO,1636774129
Curup,-3.4667,102.5333,80.42,61,76,3.44,ID,1636774130
Bataysk,47.1398,39.7518,45.88,54,49,5.77,RU,1636774130
Port Hardy,50.6996,-127.4199,48.2,93,75,4.61,CA,1636774131
Esperance,-33.8667,121.9,64.24,51,100,8.97,AU,1636774131
Muros,42.7762,-9.0603,56.84,89,27,8.03,ES,1636774131
Zliten,32.4674,14.5687,63.91,60,84,5.06,LY,1636774132
Byron Bay,-28.65,153.6167,80.55,36,0,13.8,AU,1636773969
Huéscar,37.811,-2.5412,48.94,78,60,2.73,ES,1636774133
Asău,46.4333,26.4,37.76,77,89,1.16,RO,1636774133
Sobinka,55.9855,40.0111,34.74,95,100,10.74,RU,1636774134
Dalvik,65.9702,-18.5286,13.93,60,100,10.54,IS,1636774134
Kolodeznyy,51.3333,39.1833,38.21,92,17,12.41,RU,1636774135
Daru,-9.0763,143.2092,87.6,62,76,8.61,PG,1636774135
Severnyy,50.677,36.5532,33.84,93,100,8.95,RU,1636774135
Alghero,40.5589,8.3181,50.09,100,0,8.05,IT,1636774136
Umm Kaddadah,13.6017,26.6876,74.5,18,0,13.56,SD,1636774136
Bereda,43.2686,-7.5406,49.75,100,29,1.1,ES,1636774137
